,set number,name,theme,subtheme,year,availability,pieces,retail price,value,growth,annual growth
11216,8004-1,Dirt Bike,Technic,Robo Riders,2000,Retired,32  (PPP C$0.24),C$7.66,C$26.40,+244.57%,+6.39%
11217,8005-1,Ice Explorer,Technic,Robo Riders,2000,Retired,34  (PPP C$0.23),C$7.66,C$11.34,+48.08%,+1.98%
11218,8006-1,Swamp Craft,Technic,Robo Riders,2000,Retired,25  (PPP C$0.31),C$7.66,C$15.16,+97.83%,+3.47%
11219,8007-1,C-3PO,Star Wars,Technic,2001,Retired,341  (PPP C$0.13),C$44.75,C$142.92,+219.35%,+5.12%
11220,8008-1,Stormtrooper,Star Wars,Technic,2001,Retired,361  (PPP C$0.12),C$44.75,C$77.37,+72.88%,+4.77%
11221,8009-1,R2-D2,Star Wars,Technic,2002,Retired,240  (PPP C$0.11),C$25.57,C$76.74,+200.15%,+7.77%
11222,8010-1,Darth Vader,Star Wars,Technic,2002,Retired,391  (PPP C$0.13),C$51.15,C$108.69,+112.50%,+2.43%
11223,80101-1,Chinese New Year's Eve Dinner,Seasonal,Chinese New Year,2019,Retired,615  (PPP C$0.21),C$127.89,C$187.46,+46.58%,+31.08%
11224,80102-1,Dragon Dance,Seasonal,Chinese New Year,2019,Retired,622  (PPP C$0.14),C$89.52,C$254.65,+184.47%,+36.20%
11225,80103-1,Dragon Boat Race,Seasonal,Chinese New Year,2019,Retired,643  (PPP C$0.10),C$59.99,C$73.18,+14.46%,+14.69%
11226,80104-1,Lion Dance,Seasonal,Chinese New Year,2020,Retail,882  (PPP C$0.12),C$109.99,,,
11227,80105-1,Chinese New Year Temple Fair,Seasonal,Chinese New Year,2020,Retail,"1,664  (PPP C$0.09)",C$159.99,,,
11228,801-1,Gear Set,Universal Building Set,Gears,1970,Retired,115  (PPP C$0.06),C$6.33,C$108.31,+1610.71%,+12.29%
11229,8011-1,Jango Fett,Star Wars,Technic,2002,Retired,422  (PPP C$0.09),C$38.36,C$73.03,+90.40%,+3.64%
11230,801-2,Extra Bricks Blue,Basic,Supplementaries,1986,Retired,82  (PPP C$0.07),C$6.08,C$21.51,+254.11%,+6.05%
11231,8012-1,Super Battle Droid,Star Wars,Technic,2002,Retired,379  (PPP C$0.12),C$44.75,C$76.70,+71.39%,+3.04%
11232,801-3,Space Rocket,Samsonite,Basic Set,1964,Retired,115  (PPP C$0.01),C$1.25,C$371.85 Low accuracy,+29566.53%,
11233,8014-1,Clone Walker Battle Pack,Star Wars,The Clone Wars,2009,Retired,72  (PPP C$0.21),C$14.99,C$70.92,+362.47%,+15.79%
11234,8015-1,Assassin Droids Battle Pack,Star Wars,The Clone Wars,2009,Retired,94  (PPP C$0.16),C$14.99,C$38.31,+149.79%,+9.23%
11235,8016-1,Hyena Droid Bomber,Star Wars,The Clone Wars,2009,Retired,232  (PPP C$0.11),C$26.99,C$95.91,+275.14%,+12.53%
11236,8017-1,Darth Vader's TIE Fighter,Star Wars,Episode IV,2009,Retired,251  (PPP C$0.15),C$39.99,C$179.05,+366.79%,+12.41%
11237,8018-1,Armored Assault Tank,Star Wars,The Clone Wars,2009,Retired,407  (PPP C$0.16),C$64.99,C$267.82,+318.88%,+10.70%
11238,8019-1,Republic Attack Shuttle,Star Wars,The Clone Wars,2009,Retired,636  (PPP C$0.12),C$79.99,C$295.68,+285.36%,+11.99%
11239,8020-1,Universal Set,Technic,Universal,1984,Retired,119  (PPP C$0.11),C$12.78,C$108.24,+747.15%,+3.26%
11240,802-1,Gear Supplement,Universal Building Set,Gears,1970,Retired,30,,C$70.68,,
11241,802-2,Extra Bricks White,Basic,Supplementaries,1986,Retired,30  (PPP C$0.20),C$6.08,C$24.65,+305.68%,+4.21%
11242,8022-1,Multi Model Starter Set,Technic,Universal,1993,Retired,118  (PPP C$0.17),C$19.82,C$38.28,+93.10%,+2.28%
11243,802-3,Player Piano,Samsonite,Basic Set,1964,Retired,90  (PPP C$0.01),C$1.25,C$371.85 Low accuracy,+29566.53%,
11244,8024-1,Universal Set,Technic,Universal,1989,Retired,113  (PPP C$0.14),C$15.35,C$40.62,+164.67%,+5.61%
11245,8026-1,Kraatu,Bionicle,,2004,Retired,20,Free promotional,C$47.18,,+10.20%
11246,8028-1,TIE Fighter,Star Wars,Mini Building Set,2008,Retired,44  (PPP C$0.15),C$6.38,C$8.97,+40.48%,+2.88%
11247,8030-1,Universal Set,Technic,Universal,1982,Retired,141,,C$290.72,,
11248,803-1,Extra Bricks Yellow,Basic,Supplementaries,1986,Retired,62  (PPP C$0.10),C$6.08,C$19.93,+228.00%,+3.56%
11249,8031-1,V-19 Torrent,Star Wars,The Clone Wars,2008,Retired,66  (PPP C$0.08),C$5.10,C$10.22,+100.25%,+6.06%
11250,803-2,"Gears, Bricks and Heavy Tires",Universal Building Set,Gears,1972,Retired,163,,Unknown,,
11251,8032-1,Multi Functional Starter Set,Technic,Universal,1994,Retired,215  (PPP C$0.16),C$33.89,C$86.55,+155.36%,+3.71%
11252,803-3,Seesaw,Samsonite,Basic Set,1964,Retired,47  (PPP C$0.03),C$1.25,C$371.85 Low accuracy,+29566.53%,
11253,8033-1,General Grievous' Starfighter,Star Wars,The Clone Wars,2009,Retired,44  (PPP C$0.12),C$5.10,C$12.87,+152.13%,+5.57%
11254,8034-1,Universal Set,Technic,Universal,1989,Retired,187  (PPP C$0.13),C$24.30,C$129.43,+432.63%,+7.13%
11255,8035-1,Universal Set,Technic,Universal,1986,Retired,174  (PPP C$0.11),C$19.19,C$102.32,+433.33%,+7.70%
11256,8036-1,Separatist Shuttle,Star Wars,The Clone Wars,2009,Retired,259  (PPP C$0.15),C$39.99,C$101.30,+164.09%,+10.31%
11257,8037-1,Anakin's Y-wing Starfighter,Star Wars,The Clone Wars,2009,Retired,570  (PPP C$0.13),C$79.99,C$274.99,+258.39%,+11.20%
11258,8038-1,The Battle of Endor,Star Wars,Episode VI,2009,Retired,890  (PPP C$0.14),C$129.99,C$305.19,+138.64%,+10.73%
11259,8039-1,Venator-Class Republic Attack Cruiser,Star Wars,The Clone Wars,2009,Retired,"1,170  (PPP C$0.13)",C$149.99,C$703.18,+358.20%,+11.44%
11260,8040-1,Universal Set,Technic,Universal,1984,Retired,163  (PPP C$0.20),C$31.98,C$249.51,+680.32%,+12.83%
11261,804-1,Extra Bricks Black,Basic,Supplementaries,1986,Retired,62  (PPP C$0.10),C$6.08,C$22.18,+265.05%,+3.88%
11262,8041-1,Race Truck,Technic,,2010,Retired,608  (PPP C$0.13),C$79.99,C$108.20,+41.02%,+3.86%
11263,804-2,Building Crane,Samsonite,Basic Set,1964,Retired,64  (PPP C$0.02),C$1.25,C$371.85 Low accuracy,+29566.53%,
11264,8042-1,Multi Model Pneumatic Set,Technic,Universal,1993,Retired,230  (PPP C$0.21),C$49.24,C$173.14,+251.61%,+4.77%
11265,8043-1,Motorized Excavator,Technic,,2010,Retired,"1,123  (PPP C$0.23)",C$249.99,C$759.85,+197.06%,+8.12%
11266,8044-1,Universal Pneumatic Set,Technic,Universal,1989,Retired,198  (PPP C$0.17),C$33.25,C$109.92,+230.54%,+8.92%
11267,8045-1,Mini Telehandler,Technic,,2010,Retired,117  (PPP C$0.12),C$14.99,C$25.43,+80.89%,+4.51%
11268,8046-1,Helicopter,Technic,,2010,Retired,152  (PPP C$0.17),C$26.99,C$45.52,+78.04%,+3.14%
11269,8047-1,Compact Excavator,Technic,,2010,Retired,252  (PPP C$0.13),C$34.99,C$287.34,+799.00%,+15.17%
11270,8048-1,Buggy,Technic,,2010,Retired,314  (PPP C$0.16),C$54.99,C$148.62,+190.57%,+11.27%
11271,8049-1,Tractor with Log Loader,Technic,,2010,Retired,525  (PPP C$0.15),C$79.99,C$153.07,+99.50%,+7.19%
11272,8050-1,Universal Motor Set,Technic,Universal,1982,Retired,141,,C$230.89,,
11273,805-1,Extra Bricks Grey,Basic,Supplementaries,1986,Retired,62  (PPP C$0.10),C$6.08,C$38.83,+539.16%,+5.61%
11274,8051-1,Motorbike,Technic,,2010,Retired,467  (PPP C$0.11),C$54.99,C$255.79,+400.10%,+10.71%
11275,805-2,3 Little Indians,Samsonite,Basic Set,1964,Retired,89  (PPP C$0.01),C$1.25,C$371.85 Low accuracy,+29566.53%,
11276,8052-1,Container Truck,Technic,,2010,Retired,686  (PPP C$0.13),C$89.99,C$453.07,+406.13%,+11.64%
11277,8053-1,Mobile Crane,Technic,,2010,Retired,"1,289  (PPP C$0.10)",C$129.99,C$345.33,+170.03%,+5.89%
11278,8054-1,Universal Motor Set,Technic,Universal,1989,Retired,196  (PPP C$0.25),C$49.88,C$158.02,+216.79%,+16.82%
11279,8055-1,Universal Motor Set,Technic,Universal,1986,Retired,186  (PPP C$0.24),C$44.77,C$241.37,+439.20%,+16.68%
11280,8056-1,Monster Crab Clash,Atlantis,,2010,Retired,68  (PPP C$0.13),C$9.99,C$24.36,+172.53%,+7.15%
11281,8057-1,Wreck Raider,Atlantis,,2010,Retired,64  (PPP C$0.20),C$12.99,C$18.19,+42.34%,+4.04%
11282,8058-1,Guardian of the Deep,Atlantis,,2010,Retired,144  (PPP C$0.13),C$19.99,C$46.49,+142.49%,+9.20%
11283,8059-1,Seabed Scavenger,Atlantis,,2010,Retired,119  (PPP C$0.16),C$19.99,C$38.11,+98.80%,+7.12%
11284,8060-1,Typhoon Turbo Sub,Atlantis,,2010,Retired,197  (PPP C$0.16),C$34.99,C$42.55,+33.13%,+3.20%
11285,806-1,Extra Plates Blue,Basic,Supplementaries,1986,Retired,42  (PPP C$0.14),C$6.08,C$28.48,+368.84%,+4.65%
11286,8061-1,Gateway of the Squid,Atlantis,,2010,Retired,354  (PPP C$0.14),C$54.99,C$96.50,+88.67%,+6.24%
11287,806-2,Cowboy & Pony,Samsonite,Basic Set,1964,Retired,87  (PPP C$0.01),C$1.25,C$433.20,+34461.22%,+10.97%
11288,8062-1,Briefcase Set,Technic,Universal,1994,Retired,403  (PPP C$0.22),C$86.97,C$195.55,+124.84%,+3.17%
11289,8063-1,Tractor with Trailer,Technic,,2009,Retired,"1,100  (PPP C$0.12)",C$127.89,C$268.53,+109.97%,+7.09%
11290,8064-1,Universal Motor Set,Technic,Universal,1990,Retired,219  (PPP C$0.32),C$70.33,C$134.18,+90.78%,+4.39%
11291,8065-1,Mini Container Truck,Technic,,2011,Retired,119  (PPP C$0.12),C$14.99,C$31.08,+121.11%,+7.62%
11292,8066-1,Off-Roader,Technic,,2011,Retired,141  (PPP C$0.18),C$24.99,C$44.77,+75.09%,+6.08%
11293,8067-1,Mini Mobile Crane,Technic,,2011,Retired,292  (PPP C$0.11),C$29.99,C$102.31,+220.09%,+12.25%
11294,8068-1,Rescue Helicopter,Technic,,2011,Retired,408  (PPP C$0.13),C$49.99,C$91.92,+79.72%,+6.62%
11295,8069-1,Backhoe Loader,Technic,,2011,Retired,609  (PPP C$0.13),C$79.99,C$154.70,+101.62%,+8.12%
11296,8070-1,Super Car,Technic,,2011,Retired,"1,281  (PPP C$0.12)",C$154.99,C$343.77,+124.00%,+6.32%
11297,807-1,Extra Plates Red,Basic,Supplementaries,1986,Retired,42  (PPP C$0.14),C$6.08,C$32.19,+429.89%,+5.03%
11298,8071-1,Bucket Truck,Technic,,2011,Retired,593  (PPP C$0.11),C$64.99,C$130.46,+104.04%,+7.48%
11299,8072-1,Sea Jet,Atlantis,,2010,Retired,23  (PPP C$0.22),C$4.99,C$9.11,+78.45%,+5.95%
11300,8073-1,Manta Warrior,Atlantis,,2010,Retired,13  (PPP C$0.39),C$4.99,C$6.42,+25.81%,+1.84%
11301,8074-1,Universal Set with Flex System,Technic,Universal,1991,Retired,313  (PPP C$0.28),C$88.25,C$193.18,+118.90%,+2.74%
11302,8075-1,Neptune Carrier,Atlantis,,2010,Retired,476  (PPP C$0.16),C$79.99,C$89.30,+16.39%,+1.48%
11303,8076-1,Deep Sea Striker,Atlantis,,2010,Retired,260  (PPP C$0.10),C$26.99,C$39.88,+55.98%,+5.25%
11304,8077-1,Atlantis Exploration HQ,Atlantis,,2010,Retired,473  (PPP C$0.14),C$69.99,C$89.53,+40.03%,+3.32%
11305,8078-1,Portal of Atlantis,Atlantis,,2010,Retired,"1,007  (PPP C$0.13)",C$129.99,C$191.84,+50.01%,+4.20%
11306,8079-1,Shadow Snapper,Atlantis,,2010,Retired,246  (PPP C$0.16),C$39.99,C$69.26,+80.56%,+6.34%
11307,8080-1,Undersea Explorer,Atlantis,,2010,Retired,364  (PPP C$0.14),C$54.99,C$63.95,+25.03%,+1.55%
11308,808-1,Wheels and Tyres,Basic,Supplementaries,1986,Retired,40  (PPP C$0.15),C$6.08,C$18.12,+198.32%,+3.89%
11309,8081-1,Extreme Cruiser,Technic,,2011,Retired,590  (PPP C$0.13),C$79.99,C$192.92,+151.44%,+6.54%
11310,8082-1,Multi Model Control Set,Technic,Universal,1993,Retired,459  (PPP C$0.28),C$126.62,C$440.09,+247.57%,+4.73%
11311,8083-1,Rebel Trooper Battle Pack,Star Wars,Episode V,2010,Retired,79  (PPP C$0.19),C$14.99,C$25.08,+63.55%,+2.88%
11312,8084-1,Snowtrooper Battle Pack,Star Wars,Episode V,2010,Retired,74  (PPP C$0.21),C$14.99,C$30.84,+101.08%,+9.36%
11313,8085-1,Freeco Speeder,Star Wars,The Clone Wars,2010,Retired,177  (PPP C$0.18),C$34.99,C$45.53,+42.46%,+3.52%
11314,8086-1,Droid Tri-Fighter,Star Wars,The Clone Wars,2010,Retired,268  (PPP C$0.12),C$34.99,C$66.28,+107.36%,+7.69%
11315,8087-1,TIE Defender,Star Wars,Legends,2010,Retired,304  (PPP C$0.21),C$69.99,C$161.15,+152.05%,+9.94%
11316,8088-1,ARC-170 Starfighter,Star Wars,Episode III,2010,Retired,396  (PPP C$0.19),C$79.99,C$299.06,+289.76%,+13.34%
11317,8089-1,Hoth Wampa Cave,Star Wars,Episode V,2010,Retired,297  (PPP C$0.17),C$54.99,C$102.91,+101.20%,+7.45%
11318,8090-1,Universal Set,Technic,Universal,1982,Retired,266,,C$375.83,,
11319,809-1,Doors and Windows,Basic,Supplementaries,1986,Retired,38  (PPP C$0.16),C$6.08,C$32.72,+438.53%,+5.08%
11320,8091-1,Republic Swamp Speeder,Star Wars,Episode III,2010,Retired,176  (PPP C$0.22),C$39.99,C$75.41,+96.60%,+7.32%
11321,8092-1,Luke's Landspeeder,Star Wars,Episode IV,2010,Retired,163  (PPP C$0.20),C$34.99,C$44.77,+40.06%,+3.96%
11322,8093-1,Plo Koon's Jedi Starfighter,Star Wars,The Clone Wars,2010,Retired,175  (PPP C$0.18),C$34.99,C$115.11,+260.14%,+12.78%
11323,8094-1,Control Centre,Technic,Universal,1990,Retired,546  (PPP C$0.23),C$126.62,C$730.16,+476.65%,+6.53%
11324,8095-1,General Grievous' Starfighter,Star Wars,The Clone Wars,2010,Retired,454  (PPP C$0.14),C$69.99,C$148.34,+132.01%,+7.60%
11325,8096-1,Emperor Palpatine's Shuttle,Star Wars,Episode III,2010,Retired,592  (PPP C$0.13),C$79.99,C$159.86,+108.35%,+7.00%
11326,8097-1,Slave I,Star Wars,Episode V,2010,Retired,573  (PPP C$0.18),C$109.99,C$165.92,+62.18%,+2.78%
11327,8098-1,Clone Turbo Tank,Star Wars,The Clone Wars,2010,Retired,"1,141  (PPP C$0.13)",C$159.99,C$382.42,+149.19%,+8.31%
11328,8099-1,Midi-Scale Imperial Star Destroyer,Star Wars,Episode IV,2010,Retired,423  (PPP C$0.12),C$49.99,C$127.89,+150.04%,+8.22%
11329,81000-1,Koi,FORMA,,2019,Retired,294  (PPP C$0.24),C$70.35,C$294.86,+319.16%,+36.20%  (Short term)
11330,8100-1,Cyclone Defender,Exo-Force,Golden City,2007,Retired,92  (PPP C$0.11),C$10.22,C$47.49,+364.71%,+9.95%
11331,81001-1,Shark Skin,FORMA,,2019,Retired,,C$20.46,C$118.08,+477.00%,+36.20%
11332,81002-1,Splash Koi Skin,FORMA,,2019,Retired,33  (PPP C$0.58),C$19.19,C$151.14,+687.80%,+36.20%
11333,81003-1,Ink Koi Skin,FORMA,,2019,Retired,,C$19.19,C$112.31,+485.40%,+36.20%
11334,810-1,Basic Motor Set,Basic,Supplementaries,1985,Retired,34  (PPP C$1.00),C$33.89,C$85.16,+151.25%,+2.52%
11335,8101-1,Claw Crusher,Exo-Force,Golden City,2007,Retired,99  (PPP C$0.10),C$10.22,C$95.27,+832.29%,+16.18%
11336,810-2,Town Plan,Classic,Town Plan,1961,Retired,,,Unknown,,
11337,8102-1,Blade Titan,Exo-Force,Golden City,2007,Retired,162  (PPP C$0.12),C$19.17,C$73.81,+284.99%,+7.57%
11338,810-3,Gears,Universal Building Set,Gears,1974,Retired,114  (PPP C$0.04),C$5.10,Unknown,,
11339,8103-1,Sky Guardian,Exo-Force,Golden City,2007,Retired,144  (PPP C$0.13),C$19.17,C$95.78,+399.60%,+9.20%
11340,810-4,Town Plan,Classic,Town Plan,1962,Retired,,C$15.99,"C$5,861.66",+36564.00%,+11.71%
11341,8104-1,Shadow Crawler,Exo-Force,Golden City,2007,Retired,161  (PPP C$0.12),C$19.17,C$49.05,+155.84%,+7.64%
11342,8105-1,Iron Condor,Exo-Force,Golden City,2007,Retired,141  (PPP C$0.14),C$19.17,C$47.94,+150.03%,+7.44%
11343,8106-1,Aero Booster,Exo-Force,Golden City,2007,Retired,312  (PPP C$0.12),C$38.36,C$121.51,+216.77%,+4.51%
11344,8107-1,Fight for the Golden Tower,Exo-Force,Golden City,2007,Retired,571  (PPP C$0.11),C$63.94,C$149.31,+133.53%,+6.42%
11345,8108-1,Mobile Devastator,Exo-Force,Golden City,2007,Retired,"1,009  (PPP C$0.11)",C$115.10,C$383.03,+232.79%,+6.84%
11346,8109-1,Flatbed Truck,Technic,,2011,Retired,"1,115  (PPP C$0.11)",C$129.99,C$499.36,+290.47%,+11.32%
11347,8110-1,Mercedes-Benz Unimog U 400,Technic,,2011,Retired,"2,048  (PPP C$0.12)",C$249.99,C$372.07,+45.46%,+3.17%
11348,811-1,"Red Roof Bricks, Steep Pitch",Basic,Supplementaries,1986,Retired,59  (PPP C$0.10),C$6.08,C$27.55,+353.47%,+4.55%
11349,8111-1,River Dragon,Exo-Force,Deep Jungle,2008,Retired,112  (PPP C$0.09),C$10.22,C$42.14,+312.39%,+7.32%
11350,811-2,Gear Set,Universal Building Set,Gears,1974,Retired,177,,C$572.25,,
11351,8112-1,Arachnoid Stalker,Exo-Force,Deep Jungle,2008,Retired,131  (PPP C$0.08),C$10.22,C$44.51,+335.54%,+7.89%
11352,8113-1,Assault Tiger,Exo-Force,Deep Jungle,2008,Retired,163  (PPP C$0.12),C$19.17,C$148.75,+675.85%,+14.58%
11353,8114-1,Chameleon Hunter,Exo-Force,Deep Jungle,2008,Retired,188  (PPP C$0.10),C$19.17,C$75.09,+291.66%,+11.92%
11354,8115-1,Dark Panther,Exo-Force,Deep Jungle,2008,Retired,244  (PPP C$0.08),C$19.17,C$63.82,+232.89%,+5.99%
11355,8117-1,Storm Lasher,Exo-Force,Deep Jungle,2008,Retired,283  (PPP C$0.09),C$25.57,C$83.98,+228.46%,+7.80%
11356,8118-1,Hybrid Rescue Tank,Exo-Force,Deep Jungle,2008,Retired,347  (PPP C$0.11),C$38.36,C$104.23,+171.72%,+8.63%
11357,8119-1,Thunder Racer,Racers,Tiny Turbos,2009,Retired,48  (PPP C$0.13),C$6.38,C$28.55,+347.29%,+10.97%
11358,8120-1,Rally Sprinter,Racers,Tiny Turbos,2009,Retired,47  (PPP C$0.14),C$6.38,C$25.50,+299.60%,+10.29%
11359,812-1,"Red Roof Bricks, Shallow Pitch",Basic,Supplementaries,1986,Retired,101  (PPP C$0.06),C$6.08,C$71.13,+1070.74%,+7.51%
11360,8121-1,Track Marshall,Racers,Tiny Turbos,2009,Retired,48  (PPP C$0.13),C$6.38,C$19.17,+200.40%,+8.86%
11361,812-2,Gear Set,Universal Building Set,Gears,1974,Retired,60,,C$13.94,,
11362,8122-1,Desert Viper,Racers,Tiny Turbos,2009,Retired,41  (PPP C$0.16),C$6.38,C$19.66,+208.02%,+6.01%
11363,8123-1,Ferrari F1 Racers,Racers,Tiny Turbos,2009,Retired,139  (PPP C$0.14),C$19.17,C$60.92,+217.75%,+5.11%
11364,8124-1,Ice Rally,Racers,Tiny Turbos,2009,Retired,170  (PPP C$0.11),C$19.17,C$33.19,+73.12%,+5.22%
11365,8125-1,Thunder Raceway,Racers,Tiny Turbos,2009,Retired,160  (PPP C$0.12),C$19.17,C$63.82,+232.89%,+11.63%
11366,8126-1,Desert Challenge,Racers,Tiny Turbos,2009,Retired,144  (PPP C$0.13),C$19.17,C$57.57,+200.27%,+4.78%
11367,8128-1,Cad Bane's Speeder,Star Wars,The Clone Wars,2010,Retired,318  (PPP C$0.20),C$64.99,C$90.54,+41.61%,+4.19%
11368,8129-1,AT-AT Walker,Star Wars,Episode V,2010,Retired,815  (PPP C$0.17),C$139.99,C$383.69,+172.74%,+7.45%
11369,8130-1,Terrain Crusher,Racers,Tiny Turbos,2007,Retired,44  (PPP C$0.15),C$6.38,C$12.78,+100.20%,+5.64%
11370,813-1,"Baseplate, Green",Basic,Supplementaries,1986,Retired,1  (PPP C$5.74),C$5.74,C$18.19,+216.70%,+3.59%
11371,8131-1,Raceway Rider,Racers,Tiny Turbos,2007,Retired,51  (PPP C$0.13),C$6.38,C$21.60,+238.48%,+8.90%
11372,813-2,Tractor,Universal Building Set,Gears,1974,Retired,100  (PPP C$0.04),C$3.70,C$106.03,+2768.51%,+7.57%
11373,8132-1,Night Driver,Racers,Tiny Turbos,2007,Retired,41  (PPP C$0.16),C$6.38,C$25.58,+300.80%,+6.79%
11374,8133-1,Rally Rider,Racers,Tiny Turbos,2007,Retired,51  (PPP C$0.13),C$6.38,C$25.45,+298.80%,+6.98%
11375,8134-1,Night Crusher,Racers,Tiny Turbos,2007,Retired,265  (PPP C$0.10),C$25.57,C$49.02,+91.75%,+5.77%
11376,8135-1,Bridge Chase,Racers,Tiny Turbos,2007,Retired,542  (PPP C$0.09),C$51.15,C$122.57,+139.63%,+4.21%
11377,8136-1,Fire Crusher,Racers,Power Racers,2007,Retired,65  (PPP C$0.20),C$12.78,C$29.29,+129.23%,+4.74%
11378,8137-1,Booster Beast,Racers,Power Racers,2007,Retired,70  (PPP C$0.18),C$12.78,C$19.17,+50.05%,+2.88%
11379,8138-1,Phantom Crasher,Racers,Power Racers,2007,Retired,85  (PPP C$0.15),C$12.78,C$44.77,+250.35%,+10.13%
11380,8139-1,Night Blazer,Racers,Power Racers,2007,Retired,66  (PPP C$0.19),C$12.78,C$44.64,+249.35%,+10.35%
11381,8140-1,Tow Trasher,Racers,Power Racers,2007,Retired,182  (PPP C$0.14),C$25.57,C$36.77,+43.82%,+2.07%
11382,814-1,"Baseplates, Green, Red and Yellow",Basic,Supplementaries,1986,Retired,3  (PPP C$1.66),C$4.99,C$21.18,+324.62%,+3.96%
11383,8141-1,Off-Road Power,Racers,Power Racers,2007,Retired,201  (PPP C$0.13),C$25.57,C$80.45,+214.66%,+9.45%
11384,814-2,Tractor,Building Set with People,,1975,Retired,93  (PPP C$0.04),C$3.81,C$96.63,+2435.23%,+7.45%
11385,8142-1,Ferrari 248 F1 1:24,Racers,Ferrari,2007,Retired,167  (PPP C$0.15),C$25.57,C$94.21,+268.48%,+7.26%
11386,8143-1,Ferrari F430 Challenge 1:17,Racers,Ferrari,2007,Retired,690  (PPP C$0.09),C$63.94,C$247.74,+287.48%,+9.43%
11387,8144-1,Ferrari 248 F1 Team Michael Schumacher Edition,Racers,Ferrari,2007,Retired,726  (PPP C$0.12),C$89.52,C$226.04,+152.51%,+3.55%
11388,8144-2,Ferrari 248 F1 Team Kimi Räikkönen Edition,Racers,Ferrari,2007,Retired,726  (PPP C$0.12),C$89.52,C$282.44,+215.52%,+9.37%
11389,8145-1,Ferrari 599 GTB Fiorano 1:10,Racers,Ferrari,2007,Retired,"1,327  (PPP C$0.11)",C$140.68,"C$1,208.58",+759.11%,+11.14%
11390,8146-1,Nitro Muscle,Racers,Power Racers,2007,Retired,598  (PPP C$0.11),C$63.94,C$115.10,+80.02%,+2.78%
11391,8147-1,Bullet Run,Racers,Tiny Turbos,2007,Retired,796  (PPP C$0.08),C$63.94,C$140.79,+120.20%,+6.74%
11392,8148-1,EZ-Roadster,Racers,Tiny Turbos,2008,Retired,45  (PPP C$0.14),C$6.38,C$16.86,+164.13%,+8.61%
11393,8149-1,Midnight Streak,Racers,Tiny Turbos,2008,Retired,43  (PPP C$0.15),C$6.38,C$30.26,+374.15%,+7.65%
11394,8150-1,ZX Turbo,Racers,Tiny Turbos,2008,Retired,55  (PPP C$0.12),C$6.38,C$38.89,+509.42%,+10.89%
11395,815-1,"Baseplate, Grey",Basic,Supplementaries,1986,Retired,1  (PPP C$9.58),C$9.58,C$34.11,+256.07%,+2.28%
11396,8151-1,Adrift Sport,Racers,Tiny Turbos,2008,Retired,52  (PPP C$0.12),C$6.38,C$16.40,+156.91%,+8.10%
11397,8152-1,Speed Chasing,Racers,Tiny Turbos,2008,Retired,142  (PPP C$0.12),C$16.61,C$53.49,+221.94%,+5.82%
11398,8153-1,Ferrari F1 Truck,Racers,Tiny Turbos,2008,Retired,270  (PPP C$0.09),C$25.57,C$127.77,+399.75%,+7.34%
11399,8154-1,Brick Street Customs,Racers,Tiny Turbos,2008,Retired,"1,021  (PPP C$0.09)",C$89.52,C$274.03,+206.12%,+7.83%
11400,8155-1,Ferrari F1 Pit,Racers,Tiny Turbos,2008,Retired,482  (PPP C$0.11),C$51.15,C$253.65,+395.92%,+9.21%
11401,8156-1,Ferrari FXX 1:17,Racers,Ferrari,2008,Retired,626  (PPP C$0.10),C$63.94,C$494.55,+673.49%,+11.39%
11402,8157-1,Ferrari F1 1:9,Racers,Ferrari,2008,Retired,997  (PPP C$0.12),C$115.10,C$671.51,+483.43%,+12.71%
11403,8158-1,Speed Racer & Snake Oiler,Racers,Speed Racer,2008,Retired,242  (PPP C$0.11),C$25.57,C$143.00,+459.33%,+10.22%
11404,8159-1,Racer X and Taejo Togokhan,Racers,Speed Racer,2008,Retired,237  (PPP C$0.11),C$25.57,C$108.70,+325.16%,+7.17%
11405,8160-1,Cruncher Block & Racer X,Racers,Speed Racer,2008,Retired,367  (PPP C$0.14),C$51.15,C$99.66,+94.85%,+6.09%
11406,816-1,"Lighting Bricks, 4.5V",Basic,Supplementaries,1986,Retired,18  (PPP C$0.67),C$12.14,C$46.06,+279.45%,+4.21%
11407,8161-1,Grand Prix Race,Racers,Speed Racer,2008,Retired,595  (PPP C$0.13),C$76.73,C$241.95,+215.34%,+10.62%
11408,8162-1,Race Rig,Racers,Power Racers,2009,Retired,104  (PPP C$0.16),C$16.61,C$32.93,+98.23%,+8.14%
11409,8163-1,Blue Sprinter,Racers,Power Racers,2009,Retired,110  (PPP C$0.15),C$16.61,C$35.70,+114.86%,+6.65%
11410,8164-1,Extreme Wheelie,Racers,Power Racers,2009,Retired,87  (PPP C$0.19),C$16.61,C$44.09,+165.36%,+7.29%
11411,8165-1,Monster Jumper,Racers,Power Racers,2009,Retired,91  (PPP C$0.18),C$16.61,C$80.64,+385.37%,+10.30%
11412,8166-1,Wing Jumper,Racers,Power Racers,2009,Retired,203  (PPP C$0.13),C$25.57,C$94.35,+269.03%,+12.57%
11413,8167-1,Jump Riders,Racers,Power Racers,2009,Retired,209  (PPP C$0.12),C$25.57,C$68.75,+168.88%,+6.59%
11414,8168-1,Ferrari Victory,Racers,Ferrari,2009,Retired,202  (PPP C$0.13),C$25.57,C$98.20,+284.09%,+9.46%
