0,1,2,3
7884-1,63,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.15, which is worse.",Recommendation: no 7.5 / 10 → 75 / 100
7885-1,87,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: yes 5 / 5 → 100 / 100
7886-1,78,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: meh 21 / 25 → 84 / 100
7888-1,86,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: yes 9.4 / 10 → 94 / 100
7890-1,79,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: meh 8.3 / 10 → 83 / 100
789-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
7891-1,80,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: meh 8.3 / 10 → 83 / 100
7892-1,68,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.16, which is worse.",Recommendation: no 3.6 / 5 → 72 / 100
7893-1,81,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: meh 4.1 / 5 → 82 / 100
7894-1,78,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: yes 4.3 / 5 → 86 / 100
7895-1,78,"Average PPP for System in 2006 is 0.14. PPP for this set is 2.54, which is worse.",Recommendation: meh 4.6 / 5 → 92 / 100
7896-1,68,"Average PPP for System in 2006 is 0.14. PPP for this set is 1.27, which is worse.",Recommendation: no 3.6 / 5 → 72 / 100
7897-1,65,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.23, which is worse.",Recommendation: no 3.6 / 5 → 72 / 100
7898-1,81,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.23, which is worse.",Recommendation: yes 4.3 / 5 → 86 / 100
7899-1,79,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.16, which is worse.",Recommendation: meh 4.1 / 5 → 82 / 100
79000-1,70,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: meh 4.2 / 5 → 84 / 100
7900-1,81,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 83 / 100 → 83 / 100
79001-1,80,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: meh 4.4 / 5 → 88 / 100
79002-1,80,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.13, which is better.",Recommendation: meh 51 / 60 → 85 / 100
79003-1,89,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.12, which is better.",Recommendation: yes 4.7 / 5 → 94 / 100
79004-1,83,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.13, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
79005-1,82,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.12, which is better.",Recommendation: yes 8.6 / 10 → 86 / 100
79006-1,88,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.13, which is better.",Recommendation: yes 5 / 5 → 100 / 100
79007-1,82,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.1, which is better.",Recommendation: yes A+ → 100 / 100
79008-1,85,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.14, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
79010-1,80,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.13, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
7901-1,74,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.16, which is worse.",Recommendation: meh 4.6 / 5 → 92 / 100
79011-1,81,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.1, which is better.",Recommendation: meh 4.3 / 5 → 86 / 100
79012-1,83,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.12, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
79013-1,76,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.12, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
79014-1,82,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.1, which is better.",Recommendation: meh 42 / 50 → 84 / 100
79015-1,83,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.16, which is worse.",Recommendation: yes 46 / 50 → 92 / 100
79016-1,60,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: meh 4.4 / 5 → 88 / 100
79017-1,80,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: meh 4.6 / 5 → 92 / 100
79018-1,80,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.16, which is worse.",Recommendation: yes 9 / 10 → 90 / 100
7902-1,69,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: no 3.5 / 5 → 70 / 100
7903-1,82,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: yes 9 / 10 → 90 / 100
7904-1,Unknown,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: yes 81 / 100 → 81 / 100
7905-1,91,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: yes 92 / 100 → 92 / 100
7906-1,73,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.23, which is worse.",Recommendation: meh 3.8 / 5 → 76 / 100
7907-1,74,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.14, which is worse.",Recommendation: yes 84 / 100 → 84 / 100
79100-1,71,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.15, which is better.",Recommendation: no 3.9 / 5 → 78 / 100
7910-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 74 / 100 → 74 / 100
79101-1,74,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.14, which is better.",Recommendation: no 4.1 / 5 → 82 / 100
79102-1,70,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.13, which is better.",Recommendation: meh 4.2 / 5 → 84 / 100
79103-1,81,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.11, which is better.",Recommendation: yes 4.5 / 5 → 90 / 100
79104-1,78,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.11, which is better.",Recommendation: no 4.1 / 5 → 82 / 100
79105-1,77,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.11, which is better.",Recommendation: meh 4.2 / 5 → 84 / 100
79106-1,83,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.21, which is worse.",Recommendation: yes 9.5 / 10 → 95 / 100
79107-1,76,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.13, which is better.",Recommendation: meh 8.5 / 10 → 85 / 100
79108-1,84,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.12, which is better.",Recommendation: yes 9.75 / 10 → 98 / 100
79109-1,90,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.1, which is better.",Recommendation: yes 9.5 / 10 → 95 / 100
791-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 67 / 100 → 67 / 100
79110-1,86,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.12, which is better.",Recommendation: meh 4.4 / 5 → 88 / 100
7911-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 82 / 100 → 82 / 100
79111-1,94,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.15, which is better.",Recommendation: yes 5 / 5 → 100 / 100
79115-1,85,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: yes A → 90 / 100
79116-1,91,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
79117-1,88,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: yes 5 / 5 → 100 / 100
79118-1,78,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.16, which is worse.",Recommendation: yes A → 90 / 100
79119-1,80,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: meh 4.5 / 5 → 90 / 100
79120-1,73,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
7912-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 78 / 100 → 78 / 100
79121-1,91,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
79122-1,86,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes A → 90 / 100
7913-1,78,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.17, which is worse.",Recommendation: yes 9.7 / 10 → 97 / 100
7914-1,73,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.22, which is worse.",Recommendation: no 4 / 5 → 80 / 100
7915-1,63,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.16, which is worse.",Recommendation: no 4 / 5 → 80 / 100
7917-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
7918-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
791901-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4 / 5 → 80 / 100
791902-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
791903-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
7919-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
792004-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
792005-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
7920-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
7922-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
7923-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
7925-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 40 / 100 → 40 / 100
7927-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 55 / 100 → 55 / 100
7928-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 45 / 100 → 45 / 100
7929-1,76,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: meh 25 / 30 → 83 / 100
7930-1,62,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.15, which is average.",Recommendation: meh 3.9 / 5 → 78 / 100
7931-1,75,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.17, which is worse.",Recommendation: meh 4.6 / 5 → 92 / 100
7936-1,73,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.16, which is worse.",Recommendation: yes 4.2 / 5 → 84 / 100
7937-1,84,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.16, which is worse.",Recommendation: meh 4.5 / 5 → 90 / 100
7938-1,81,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.22, which is worse.",Recommendation: meh 4.3 / 5 → 86 / 100
7939-1,84,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.25, which is worse.",Recommendation: yes 9 / 10 → 90 / 100
794-1,53,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
7942-1,80,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
7944-1,72,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.14, which is worse.",Recommendation: meh 76 / 100 → 76 / 100
7945-1,77,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: meh 4.1 / 5 → 82 / 100
7946-1,78,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: yes 4.5 / 5 → 90 / 100
7947-1,77,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.16, which is worse.",Recommendation: meh 4.1 / 5 → 82 / 100
7948-1,80,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
7949-1,70,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.23, which is worse.",Recommendation: meh 3.9 / 5 → 78 / 100
7950-1,72,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: meh 8.5 / 10 → 85 / 100
7952-1,84,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.25, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
7953-1,84,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.21, which is worse.",Recommendation: meh 4.5 / 5 → 90 / 100
7955-1,85,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.25, which is worse.",Recommendation: yes 9.5 / 10 → 95 / 100
7956-1,78,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.17, which is worse.",Recommendation: meh 4.8 / 5 → 96 / 100
7957-1,74,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.14, which is better.",Recommendation: yes 46 / 50 → 92 / 100
7958-1,79,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.17, which is worse.",Recommendation: no 4.1 / 5 → 82 / 100
