,0,1,2
9434,8060-1,CA $51.59,CA $21.28
9435,806-1,CA $29.96,-
9436,8061-1,CA $124.28,CA $43.88
9437,8062-1,CA $251.12,CA $87.48
9438,8063-1,CA $319.81,CA $194.24
9439,8064-1,CA $149.84,CA $64.59
9440,8065-1,CA $32.97,CA $11.30
9441,8066-1,CA $37.81,CA $16.04
9442,8067-1,CA $80.70,CA $31.48
9443,8068-1,CA $107.17,CA $43.40
9444,8069-1,CA $182.92,CA $93.92
9445,8070-1,CA $353.45,CA $200.81
9446,807-1,CA $33.90,-
9447,8071-1,CA $122.82,CA $61.15
9448,8072-1,CA $9.42,CA $4.39
9449,8073-1,CA $11.32,CA $4.34
9450,8074-1,CA $282.85,CA $117.21
9451,8075-1,CA $105.29,CA $45.65
9452,8076-1,CA $53.98,CA $18.71
9453,8077-1,CA $141.52,CA $51.94
9454,8078-1,CA $223.48,CA $123.40
9455,8079-1,CA $79.55,CA $48.21
9456,8080-1,CA $109.34,CA $51.83
9457,808-1,CA $27.76,CA $8.16
9458,8081-1,CA $205.41,CA $113.64
9459,8082-1,CA $415.93,CA $103.80
9460,8083-1,CA $33.91,CA $18.70
9461,8084-1,CA $39.07,CA $19.50
9462,8085-1,CA $57.15,CA $30.12
9463,8086-1,CA $72.87,CA $37.40
9464,8087-1,CA $207.88,CA $80.59
9465,8088-1,CA $346.80,CA $142.98
9466,8089-1,CA $138.70,CA $73.56
9467,8090-1,CA $406.20,CA $146.93
9468,809-1,CA $23.54,CA $15.09
9469,8091-1,CA $85.08,CA $36.54
9470,8092-1,CA $64.03,CA $31.60
9471,8093-1,CA $142.87,CA $37.63
9472,8094-1,CA $783.98,CA $226.45
9473,8095-1,CA $174.14,CA $73.71
9474,8096-1,CA $185.94,CA $91.67
9475,8097-1,CA $239.96,CA $141.69
9476,8098-1,CA $400.63,CA $251.99
9477,8099-1,CA $150.62,CA $89.22
9478,81000-1,CA $395.62,-
9479,8100-1,CA $41.74,CA $13.93
9480,81001-1,CA $203.91,-
9481,81002-1,CA $181.52,-
9482,81003-1,CA $175.54,-
9483,810-1,CA $99.40,CA $48.99
9484,8101-1,CA $57.45,CA $15.27
9485,8102-1,CA $69.72,CA $28.21
9486,810-3,-,CA $60.59
9487,8103-1,CA $103.44,CA $31.53
9488,810-4,-,CA $863.24
9489,8104-1,CA $57.61,CA $18.44
9490,8105-1,CA $47.65,CA $23.87
9491,8106-1,CA $128.68,CA $88.42
9492,8107-1,CA $146.49,CA $68.14
9493,8108-1,CA $318.45,CA $173.86
9494,8109-1,CA $471.91,CA $208.00
9495,8110-1,CA $475.70,CA $289.35
9496,811-1,CA $25.35,CA $19.23
9497,8111-1,CA $45.62,CA $28.12
9498,811-2,-,CA $57.21
9499,8112-1,CA $43.52,CA $14.76
9500,8113-1,CA $123.46,CA $25.29
9501,8114-1,CA $64.56,CA $57.04
9502,8115-1,CA $65.58,CA $24.36
9503,8117-1,CA $73.87,CA $33.10
9504,8118-1,CA $127.80,CA $57.10
9505,8119-1,CA $26.87,CA $7.47
9506,8120-1,CA $20.11,CA $5.76
9507,812-1,CA $106.73,CA $39.18
9508,8121-1,CA $29.81,CA $3.69
9509,812-2,CA $16.97,CA $12.52
9510,8122-1,CA $29.94,CA $4.98
9511,8123-1,CA $55.65,CA $13.01
9512,8124-1,CA $34.58,CA $17.26
9513,8125-1,CA $44.76,CA $16.05
9514,8126-1,CA $46.08,CA $16.32
9515,8128-1,CA $132.33,CA $96.82
9516,8129-1,CA $419.91,CA $213.90
9517,8130-1,CA $19.68,CA $5.69
9518,813-1,CA $19.76,CA $11.82
9519,8131-1,CA $37.89,CA $4.87
9520,813-2,-,CA $42.17
9521,8132-1,CA $33.47,CA $5.60
9522,8133-1,CA $31.03,CA $5.51
9523,8134-1,CA $39.42,CA $22.99
9524,8135-1,CA $110.89,CA $62.27
9525,8136-1,CA $26.62,CA $8.77
9526,8137-1,CA $51.16,CA $8.83
9527,8138-1,CA $40.38,CA $8.80
9528,8139-1,CA $35.86,CA $9.97
9529,8140-1,CA $34.98,CA $16.07
9530,814-1,CA $29.31,CA $10.67
9531,8141-1,-,CA $20.30
9532,814-2,-,-
9533,8142-1,CA $157.16,CA $50.97
9534,8142-2,CA $144.43,CA $65.79
9535,8143-1,CA $316.31,CA $106.32
9536,8144-1,CA $223.48,CA $153.18
9537,8144-2,CA $312.27,CA $112.22
9538,8145-1,"CA $1,215.23",CA $463.59
9539,8146-1,CA $140.87,CA $66.79
9540,8147-1,CA $116.98,CA $64.35
9541,8148-1,CA $18.91,CA $5.94
9542,8149-1,CA $26.77,CA $5.09
9543,8150-1,CA $33.91,CA $6.35
9544,815-1,CA $40.31,CA $25.33
9545,8151-1,CA $19.92,CA $6.69
9546,8152-1,CA $42.59,CA $13.65
9547,8153-1,CA $110.58,CA $27.75
9548,8154-1,CA $150.06,CA $90.94
9549,8155-1,CA $213.26,CA $64.95
9550,8156-1,CA $492.19,CA $208.17
9551,8157-1,CA $536.88,CA $199.63
9552,8158-1,CA $143.88,CA $71.75
9553,8159-1,CA $81.62,CA $51.92
9554,8160-1,CA $97.70,CA $53.67
9555,816-1,CA $55.90,CA $34.09
9556,8161-1,CA $201.64,CA $87.50
9557,8162-1,CA $21.79,CA $8.96
9558,8163-1,CA $33.52,CA $9.29
9559,8164-1,CA $26.62,CA $7.30
9560,8165-1,CA $38.09,CA $12.00
9561,8166-1,CA $46.51,CA $19.42
9562,8167-1,CA $38.91,CA $20.68
9563,8168-1,CA $87.77,CA $33.99
9564,8169-1,CA $568.82,CA $177.52
9565,818-1,CA $18.15,CA $6.52
9566,8182-1,CA $123.99,CA $51.37
9567,8183-1,CA $170.99,CA $71.88
9568,8184-1,CA $196.06,CA $79.74
9569,8185-1,CA $274.77,-
9570,8186-1,CA $148.83,CA $90.28
9571,8188-1,CA $41.02,CA $15.70
9572,8189-1,CA $54.79,CA $17.08
9573,8190-1,CA $94.20,CA $37.15
9574,819-1,CA $31.49,-
9575,8191-1,CA $153.19,CA $82.24
9576,8192-1,CA $24.27,CA $5.00
9577,8193-1,CA $22.06,CA $5.37
9578,8194-1,CA $21.70,CA $5.11
9579,8195-1,CA $16.15,CA $5.00
9580,8196-1,CA $28.18,CA $12.11
9581,8197-1,-,CA $12.57
9582,8198-1,CA $31.47,CA $14.31
9583,8199-1,CA $26.57,CA $11.41
9584,8-2,CA $128.44,-
9585,8200-1,CA $26.64,CA $8.64
9586,820-1,CA $42.01,-
9587,8201-1,CA $46.76,CA $9.67
9588,8202-1,CA $73.64,CA $8.50
9589,8203-1,CA $25.81,CA $6.52
9590,8204-1,-,CA $13.26
9591,8205-1,CA $20.59,CA $10.86
9592,8206-1,CA $53.51,CA $15.96
9593,8207-1,CA $30.82,CA $15.98
9594,8208-1,-,CA $14.66
9595,8209-1,-,-
9596,8210-1,-,CA $10.41
9597,821-1,CA $7.31,CA $3.19
9598,8211-1,CA $113.89,CA $50.68
9599,8213-1,CA $37.19,CA $13.07
9600,8214-1,CA $352.14,CA $155.83
9601,8215-1,-,CA $13.80
9602,8216-1,CA $37.65,CA $13.68
9603,8217-1,CA $29.82,CA $9.48
9604,8218-1,-,CA $8.73
9605,8219-1,-,CA $27.09
9606,822-1,CA $53.36,-
9607,8221-1,CA $25.67,CA $12.72
9608,8222-1,CA $55.72,CA $34.35
9609,8223-1,CA $46.90,CA $23.55
9610,8225-1,CA $98.10,CA $21.60
9611,8226-1,CA $37.13,CA $15.91
9612,8227-1,CA $19.25,CA $11.04
9613,8228-1,CA $52.05,CA $10.97
9614,8229-1,CA $67.51,CA $26.24
9615,8230-1,CA $94.11,CA $34.66
9616,8231-1,CA $25.69,CA $11.13
9617,8232-1,CA $235.43,CA $69.26
9618,8233-1,-,CA $17.96
9619,8235-1,CA $114.06,CA $37.83
9620,8236-1,CA $30.09,CA $9.62
9621,8237-1,CA $23.57,CA $13.07
9622,8238-1,CA $46.38,CA $21.28
9623,8239-1,CA $58.10,CA $23.54
9624,8240-1,CA $28.54,CA $16.85
9625,8241-1,-,CA $11.90
9626,8242-1,CA $71.37,CA $24.23
9627,8244-1,CA $90.49,CA $44.42
9628,8245-1,CA $44.70,CA $19.91
9629,8246-1,CA $13.34,CA $8.98
9630,8247-1,CA $37.00,CA $7.77
9631,8248-1,CA $103.78,CA $47.60
9632,8250-1,CA $215.57,CA $118.89
9633,8251-1,CA $23.53,CA $10.91
9634,8252-1,CA $50.96,CA $18.53
9635,8253-1,CA $85.54,CA $26.28
9636,8255-1,-,CA $40.42
9637,8256-1,CA $71.14,CA $18.32
9638,8257-1,CA $62.78,CA $47.07
9639,8258-1,CA $671.22,CA $355.52
9640,8259-1,CA $34.08,CA $14.53
9641,8260-1,-,CA $14.23
9642,8261-1,CA $70.04,CA $19.99
9643,8262-1,CA $144.69,CA $42.02
9644,8263-1,CA $239.92,CA $114.54
9645,8264-1,CA $207.60,CA $118.67
9646,8265-1,CA $292.37,CA $137.22
9647,8266-1,CA $202.47,CA $54.43
9648,8268-1,-,CA $25.69
9649,8269-1,CA $75.34,CA $42.32
9650,8270-1,-,CA $15.64
9651,8271-1,CA $42.72,CA $30.72
9652,8272-1,CA $199.92,CA $61.40
9653,8273-1,CA $199.05,CA $92.08
9654,8274-1,CA $536.82,CA $179.85
9655,8275-1,"CA $1,039.25",CA $324.16
9656,8277-1,CA $212.53,CA $69.53
9657,8279-1,-,CA $74.21
9658,8280-1,CA $254.66,CA $72.07
9659,8281-1,CA $35.28,CA $17.96
9660,8282-1,CA $32.94,CA $27.19
9661,8283-1,CA $103.09,CA $48.21
9662,8284-1,CA $319.81,CA $106.79
9663,8284-2,CA $199.70,CA $117.88
9664,8285-1,CA $837.05,CA $411.36
9665,8286-1,CA $252.49,CA $107.92
9666,8287-1,CA $240.76,CA $112.95
9667,8288-1,CA $555.09,CA $244.97
9668,8289-1,CA $181.54,CA $115.76
9669,8290-1,CA $32.10,CA $9.87
9670,8291-1,CA $105.54,CA $58.25
9671,8292-1,CA $302.75,CA $102.73
9672,8293-1,CA $75.26,CA $51.98
9673,8294-1,CA $238.44,CA $98.28
9674,8295-1,CA $307.47,CA $130.32
9675,8296-1,-,CA $25.56
9676,8297-1,CA $456.19,CA $158.97
9677,8299-1,CA $274.67,CA $94.24
9678,8-3,CA $549.34,-
9679,8300-1,CA $245.62,CA $76.91
9680,830-1,CA $31.39,-
9681,8301-1,CA $18.69,CA $4.29
9682,8302-1,CA $15.42,CA $5.59
9683,8303-1,CA $16.26,CA $4.52
9684,8304-1,CA $21.47,CA $4.61
9685,8305-1,-,-
9686,8307-1,-,CA $57.54
9687,8310-1,-,CA $33.44
9688,831-1,CA $39.16,-
9689,8311-1,CA $25.82,CA $16.36
9690,8312-1,CA $74.00,CA $35.96
9691,8313-1,CA $57.72,CA $22.22
9692,8314-1,CA $69.17,CA $20.84
9693,8315-1,-,CA $46.49
9694,8316-1,CA $90.41,CA $57.88
9695,8317-1,CA $66.06,CA $24.58
9696,8318-1,CA $53.36,CA $26.23
9697,8319-1,-,-
9698,8320-1,CA $68.22,CA $17.17
9699,8321-1,CA $47.41,CA $24.10
9700,8324-1,CA $56.62,CA $23.50
9701,8325-1,CA $633.24,CA $422.16
9702,834-1,CA $35.31,-
9703,8350-1,CA $28.08,CA $5.60
9704,8353-1,CA $33.31,CA $16.55
9705,8354-1,CA $29.83,CA $10.44
9706,8355-1,CA $26.76,CA $10.78
9707,8356-1,CA $232.44,CA $14.19
9708,8357-1,CA $52.77,CA $10.15
9709,8358-1,CA $19.83,CA $4.80
9710,8359-1,CA $12.82,CA $4.30
9711,8360-1,CA $15.10,CA $4.35
9712,836-1,CA $39.96,CA $12.05
9713,8362-1,CA $103.43,CA $19.80
9714,8363-1,CA $72.75,CA $51.61
9715,8364-1,CA $352.77,CA $141.06
9716,8365-1,CA $112.40,CA $93.91
9717,8366-1,CA $831.46,CA $402.57
9718,8369-1,CA $435.27,CA $280.67
9719,8370-1,CA $52.44,CA $14.28
9720,837-1,CA $27.15,CA $5.78
9721,8371-1,CA $34.44,CA $11.27
9722,8374-1,CA $122.97,CA $34.02
9723,8375-1,CA $126.07,CA $58.99
9724,8376-1,CA $461.81,CA $284.08
9725,8378-1,CA $176.29,CA $83.15
9726,8380-1,CA $34.85,CA $8.94
9727,838-1,CA $48.41,-
9728,8381-1,-,CA $9.13
9729,8382-1,CA $31.98,CA $10.13
9730,8383-1,CA $19.78,CA $9.29
9731,8384-1,CA $39.22,CA $10.96
9732,8385-1,CA $14.13,CA $11.94
9733,8386-1,CA $443.33,CA $151.22
9734,8389-1,CA $67.68,CA $35.72
9735,839-1,CA $17.98,CA $13.05
9736,8396-1,CA $27.98,CA $11.42
9737,8397-1,CA $24.94,CA $10.66
9738,8398-1,CA $19.78,CA $8.04
9739,8399-1,CA $25.36,CA $7.82
9740,8400-1,CA $15.35,CA $5.81
9741,840-1,CA $51.71,CA $17.84
9742,8401-1,CA $36.54,CA $15.35
9743,8402-1,CA $23.41,CA $9.48
9744,8403-1,CA $139.99,CA $88.93
9745,8404-1,CA $303.22,CA $170.85
9746,8408-1,CA $64.22,CA $42.91
9747,8409-1,CA $39.24,CA $14.72
9748,8410-1,CA $115.78,CA $15.79
9749,841-1,CA $110.57,CA $1.55
9750,8411-1,CA $120.83,CA $16.82
9751,8412-1,CA $93.40,CA $53.86
9752,8414-1,CA $196.19,CA $42.89
9753,8415-1,CA $93.10,CA $38.20
9754,8416-1,CA $238.93,CA $139.52
9755,8417-1,CA $202.65,CA $60.74
9756,8418-1,CA $36.74,CA $9.94
9757,8419-1,CA $83.70,CA $34.67
9758,8420-1,CA $319.65,CA $161.50
9759,842-1,-,-
9760,8421-1,CA $809.09,CA $327.52
9761,8422-1,CA $128.37,CA $55.54
9762,8423-1,CA $41.41,CA $20.43
9763,8424-1,CA $34.27,CA $15.76
9764,8425-1,CA $276.93,CA $68.48
9765,8426-1,CA $46.78,CA $19.80
9766,8428-1,-,CA $85.63
9767,8429-1,-,CA $21.38
9768,8430-1,CA $93.75,CA $46.14
9769,8431-1,CA $293.50,CA $146.49
9770,8432-1,-,CA $85.78
9771,8433-1,CA $53.80,CA $25.04
9772,8434-1,CA $189.65,CA $67.71
9773,8435-1,CA $235.43,CA $96.87
9774,8436-1,CA $301.53,CA $155.96
9775,8437-1,CA $141.22,CA $89.57
9776,8438-1,-,CA $149.02
9777,8439-1,CA $392.38,CA $161.68
9778,8440-1,CA $155.68,CA $71.95
9779,8441-1,CA $17.98,CA $7.03
9780,8443-1,CA $313.91,CA $98.79
9781,8444-1,CA $89.91,CA $40.10
9782,8445-1,CA $135.29,CA $104.24
9783,8446-1,-,CA $96.48
9784,8448-1,CA $966.82,CA $269.62
9785,8450-1,CA $203.25,CA $143.17
9786,845-1,CA $47.02,CA $28.22
9787,8451-1,CA $60.19,CA $33.56
9788,8453-1,CA $56.31,CA $31.78
9789,8454-1,CA $215.77,CA $112.64
9790,8455-1,CA $705.03,CA $390.10
9791,8456-1,CA $205.43,CA $82.84
9792,8457-1,CA $833.86,CA $272.44
9793,8458-1,"CA $1,155.42",CA $353.85
9794,8459-1,CA $455.15,CA $158.62
9795,8460-1,CA $337.26,CA $154.83
9796,846-1,CA $134.50,CA $62.78
9797,8461-1,"CA $1,019.41",CA $371.47
9798,8462-1,CA $538.33,CA $185.95
9799,8463-1,-,CA $44.07
9800,8464-1,-,-
9801,8465-1,CA $217.98,CA $121.33
9802,8465934-1,CA $57.77,-
9803,8465972-1,-,-
9804,8466-1,CA $910.40,CA $301.46
9805,8468-1,CA $36.13,CA $8.19
9806,8469-1,CA $69.55,CA $16.34
9807,8470-1,CA $29.20,CA $10.92
9808,8471-1,CA $51.53,CA $15.97
9809,8472-1,CA $133.71,CA $52.39
9810,8473-1,CA $99.22,CA $57.23
9811,8475-1,CA $694.61,CA $302.62
9812,8479-1,-,CA $209.67
9813,8480-1,CA $949.13,CA $389.03
9814,8482-1,CA $361.97,CA $123.89
9815,8483-1,-,CA $147.04
9816,8484-1,CA $164.33,CA $56.05
9817,8485-1,CA $901.70,CA $300.49
9818,8486-1,CA $262.87,CA $76.62
9819,8487-1,CA $150.23,CA $56.79
9820,8490-1,CA $26.91,CA $10.62
9821,8491-1,CA $24.23,CA $9.12
9822,8492-1,CA $49.97,CA $10.95
9823,8493-1,CA $30.13,CA $10.33
9824,8494-1,CA $63.19,CA $30.99
9825,8495-1,CA $92.09,CA $48.50
9826,8496-1,CA $66.29,CA $29.58
9827,8500-1,CA $46.89,CA $11.58
9828,850-1,-,CA $46.85
9829,8501-1,CA $188.34,CA $9.15
9830,8502-1,-,CA $11.71
9831,8503-1,CA $172.94,CA $12.46
9832,8504-1,CA $38.02,CA $9.13
9833,850445-1,CA $38.72,CA $11.95
9834,850449-1,CA $38.50,CA $19.27
9835,850458-1,CA $66.79,-
9836,850486-1,CA $75.89,CA $42.32
9837,850487-1,CA $38.90,CA $29.29
9838,8505-1,-,CA $11.13
9839,8506-1,CA $54.12,CA $12.69
9840,850617-1,CA $29.07,-
9841,850618-1,CA $25.05,CA $12.54
9842,850632-1,CA $36.95,-
9843,8507-1,-,CA $11.53
9844,850779-1,CA $21.76,CA $12.11
9845,850791-1,CA $20.32,CA $15.30
9846,8508-1,CA $22.73,CA $5.54
9847,850839-1,CA $81.76,-
9848,850842-1,CA $20.42,-
9849,850849-1,CA $21.51,CA $8.65
9850,850850-1,CA $15.55,-
9851,850851-1,CA $21.63,-
9852,850852-1,CA $33.27,-
9853,850888-1,CA $104.76,CA $57.15
9854,850889-1,CA $56.07,CA $26.38
9855,8509-1,-,CA $8.59
9856,850910-1,CA $26.09,-
9857,850913-1,CA $25.78,-
9858,850932-1,CA $49.28,CA $25.74
9859,850935-1,CA $43.01,-
9860,850936-1,CA $32.33,-
9861,850939-1,CA $18.33,-
9862,850949-1,CA $21.86,-
9863,850950-1,CA $39.18,CA $16.68
9864,850967-1,CA $21.11,-
9865,8510-1,CA $53.81,CA $8.44
9866,851-1,-,CA $144.71
9867,8511-1,-,CA $10.74
9868,8512-1,CA $83.10,CA $12.11
9869,8513-1,CA $56.56,CA $9.63
9870,851342-1,CA $30.12,CA $18.79
9871,8514-1,CA $57.67,CA $8.74
9872,8515-1,CA $6.75,CA $0.83
9873,8516-1,CA $78.48,CA $38.02
9874,8517-1,CA $63.00,CA $18.43
9875,8518-1,-,CA $14.26
9876,8519-1,-,CA $18.91
9877,8520-1,-,CA $29.49
9878,852-1,-,CA $140.40
9879,8521-1,-,CA $12.03
9880,8522-1,-,CA $12.48
9881,852271-1,CA $107.27,-
9882,852272-1,CA $111.36,CA $54.89
9883,8523-1,CA $51.87,CA $26.38
9884,852331-1,CA $148.27,-
9885,8525-1,CA $53.63,-
9886,852535-1,CA $105.68,-
9887,852697-1,CA $157.24,CA $70.63
9888,852701-1,CA $74.15,-
9889,852702-1,CA $65.65,-
9890,8527-1,CA $665.48,CA $214.74
9891,852741-1,CA $338.99,CA $114.94
9892,852744-1,-,-
9893,852747-1,CA $122.28,-
9894,852753-1,CA $166.18,-
9895,852769-1,CA $82.47,CA $29.17
9896,8528-1,CA $76.64,CA $44.95
9897,8529-1,CA $41.17,-
9898,852921-1,CA $89.68,CA $54.93
9899,852922-1,CA $84.69,CA $54.93
9900,852995-1,CA $35.26,CA $6.02
9901,852996-1,CA $8.45,CA $4.16
9902,8530-1,-,-
9903,853-1,-,CA $237.14
9904,8531-1,CA $146.87,CA $19.69
9905,853111-1,CA $39.58,CA $23.11
9906,8531-2,-,CA $23.12
9907,853176-1,CA $38.72,CA $28.77
9908,8532-1,CA $147.61,CA $28.36
9909,853219-1,CA $48.22,CA $38.47
9910,8532-2,-,CA $25.69
9911,853301-1,CA $29.73,CA $24.31
9912,8533-1,CA $85.40,CA $18.62
9913,8533-2,CA $189.75,CA $17.48
9914,853340-1,CA $29.08,CA $12.99
9915,853378-1,CA $27.83,CA $12.72
9916,8534-1,CA $333.52,CA $29.11
9917,8534-2,-,CA $18.54
9918,8535-1,CA $192.12,CA $22.86
9919,853515-1,CA $26.42,CA $15.37
9920,853516-1,CA $29.24,-
9921,8535-2,-,-
9922,853544-1,CA $27.49,CA $11.65
9923,853556-1,CA $25.23,-
9924,853570-1,CA $24.12,-
9925,853574-1,CA $20.50,-
9926,853607-1,CA $46.72,-
9927,853609-1,CA $34.64,CA $19.27
9928,8536-1,-,CA $31.71
9929,853610-1,CA $34.14,CA $15.77
9930,8536-2,-,CA $26.52
9931,853650-1,CA $68.37,-
9932,853651-1,CA $20.52,-
9933,853670-1,CA $18.55,CA $10.36
9934,853676-1,CA $18.16,-
9935,853677-1,CA $24.09,-
9936,853687-1,CA $27.61,-
9937,853702-1,CA $52.76,CA $33.20
9938,8537-1,CA $117.83,CA $56.62
9939,853744-1,CA $24.19,-
9940,853758-1,CA $19.60,CA $8.42
9941,853759-1,CA $25.24,CA $10.60
9942,853760-1,CA $19.98,-
9943,853774-1,CA $15.88,CA $11.00
9944,853775-1,CA $16.54,-
9945,853776-1,CA $16.04,CA $11.25
9946,853777-1,CA $17.05,-
9947,853778-1,CA $16.78,-
9948,853796-1,CA $24.58,-
9949,8538-1,CA $237.77,CA $161.27
9950,853810-1,-,-
9951,853815-1,CA $22.19,-
9952,853865-1,CA $19.99,CA $7.85
9953,853866-1,CA $31.16,-
9954,853874-1,CA $16.00,-
9955,853875-1,CA $17.15,CA $4.17
9956,853899-1,CA $35.11,CA $12.57
9957,853906-1,CA $11.22,CA $11.77
9958,853907-1,CA $19.34,-
9959,8539-1,CA $560.92,CA $258.97
9960,853958-1,CA $16.17,-
9961,853990-1,CA $18.34,CA $19.62
9962,8540-1,CA $40.38,CA $14.73
9963,854037-1,CA $23.43,-
9964,854038-1,CA $21.43,-
9965,854048-1,CA $18.38,-
9966,854049-1,CA $21.64,-
9967,854050-1,CA $21.78,-
9968,854065-1,CA $16.27,-
9969,854-1,CA $288.78,CA $47.87
9970,8541-1,CA $44.38,CA $14.85
9971,8542-1,CA $38.14,CA $14.22
9972,8543-1,CA $31.03,CA $15.93
9973,8544-1,CA $45.37,CA $16.21
9974,8545-1,CA $41.55,CA $17.01
9975,8546-1,CA $225.17,CA $82.57
9976,8547-1,CA $508.49,CA $316.21
9977,8548-1,CA $192.41,CA $110.85
9978,8549-1,CA $265.25,CA $124.34
9979,8550-1,CA $29.42,CA $9.97
9980,855-1,-,CA $114.99
9981,8551-1,CA $21.77,CA $8.25
9982,8552-1,CA $27.12,CA $12.27
9983,8553-1,CA $31.71,CA $9.01
9984,8554-1,CA $24.29,CA $13.79
9985,8555-1,CA $40.46,CA $8.77
9986,8556-1,CA $138.16,CA $77.07
9987,8557-1,CA $166.97,CA $96.34
9988,8558-1,CA $308.25,CA $255.60
9989,8560-1,CA $87.29,CA $11.51
9990,856-1,-,CA $117.35
9991,8561-1,CA $74.94,CA $11.51
9992,8562-1,CA $87.19,CA $12.36
9993,8563-1,CA $51.83,CA $16.61
9994,8564-1,CA $104.87,CA $13.27
9995,8565-1,CA $71.30,CA $13.85
9996,8566-1,CA $52.49,CA $11.21
9997,8567-1,CA $104.39,CA $12.70
9998,8568-1,CA $59.44,CA $14.22
9999,8569-1,CA $44.82,-
10000,8570-1,CA $124.62,CA $16.50
10001,857-1,-,CA $149.22
10002,8571-1,CA $124.92,CA $17.49
10003,8572-1,CA $227.29,CA $22.22
10004,8573-1,-,CA $14.02
10005,8574-1,-,CA $14.76
10006,8575-1,CA $63.32,CA $13.65
10007,8576-1,CA $80.35,CA $14.35
10008,8577-1,CA $111.61,CA $13.90
10009,8578-1,CA $102.62,CA $11.81
10010,8580-1,CA $31.21,CA $10.99
10011,858-1,-,CA $129.42
10012,8581-1,CA $30.17,CA $15.32
10013,8582-1,CA $28.71,CA $13.46
10014,8583-1,CA $40.84,CA $18.43
10015,8584-1,CA $38.80,CA $14.12
10016,8585-1,CA $38.46,CA $14.99
10017,8586-1,CA $26.32,CA $13.59
10018,8586-2,CA $65.64,-
10019,8587-1,CA $47.02,CA $11.01
10020,8587-2,-,CA $19.27
10021,8587-3,CA $53.47,-
10022,8588-1,CA $89.78,CA $11.08
10023,8588-2,-,CA $12.84
10024,8588-3,CA $54.93,CA $16.91
10025,8589-1,-,CA $12.00
10026,8589-2,-,-
10027,8589-3,CA $51.01,-
10028,8590-1,CA $89.78,CA $10.85
10029,8590-2,-,CA $10.99
10030,8590-3,-,CA $47.09
10031,8591-1,CA $54.69,CA $12.44
10032,8591-2,-,CA $28.26
10033,8591-3,CA $52.97,CA $18.62
10034,8592-1,CA $69.31,CA $11.13
10035,8592-2,-,CA $10.27
10036,8592-3,-,CA $8.63
10037,8593-1,-,CA $79.57
10038,8594-1,CA $207.97,CA $91.17
10039,8595-1,CA $320.96,CA $86.94
10040,8596-1,CA $428.21,CA $86.09
10041,8597-1,CA $37.65,-
10042,8598-1,CA $576.81,-
10043,8599-1,-,-
10044,8600-1,-,-
10045,8601-1,-,CA $15.41
10046,8602-1,-,CA $12.57
10047,8603-1,CA $58.91,CA $16.31
10048,8604-1,CA $81.41,CA $14.02
10049,8605-1,-,CA $13.54
10050,8606-1,-,CA $16.17
10051,8607-1,CA $31.19,CA $8.12
10052,8608-1,CA $33.43,CA $7.83
10053,8609-1,CA $31.36,CA $9.72
10054,8610-1,CA $29.23,CA $9.71
10055,8611-1,CA $32.42,CA $9.24
10056,8612-1,CA $27.27,CA $8.44
10057,8613-1,CA $22.56,-
10058,8614-1,CA $34.07,CA $9.47
10059,8614-2,-,-
10060,8615-1,CA $54.89,CA $12.19
10061,8615-2,-,CA $64.21
10062,8616-1,CA $49.70,CA $9.35
10063,8616-2,-,-
10064,8617-1,CA $35.16,CA $10.46
10065,8617-2,-,-
10066,8618-1,CA $36.78,CA $9.17
10067,8618-2,-,-
10068,8619-1,CA $40.72,CA $11.76
10069,8620-1,CA $143.97,CA $33.38
10070,862011-1,CA $10.34,-
10071,8621-1,CA $99.52,CA $46.31
10072,8622-1,CA $149.03,CA $46.72
10073,8623-1,CA $144.95,CA $54.17
10074,8624-1,CA $96.33,-
10075,8625-1,-,CA $91.12
10076,8626-1,-,CA $130.03
10077,8630-1,CA $75.00,CA $40.56
10078,8631-1,CA $40.83,CA $14.54
10079,8632-1,CA $56.00,CA $29.08
10080,8633-1,CA $151.85,CA $72.57
10081,8634-1,CA $125.81,CA $69.06
10082,8635-1,CA $405.83,CA $134.62
10083,8636-1,CA $213.53,CA $101.02
10084,8637-1,CA $288.29,CA $175.57
10085,8638-1,CA $93.91,CA $48.64
10086,8639-1,CA $112.48,CA $53.63
10087,8640-1,-,CA $57.40
10088,8641-1,CA $19.55,CA $6.93
10089,8642-1,CA $24.81,CA $6.40
10090,8643-1,CA $17.78,CA $7.17
10091,8644-1,CA $21.03,CA $6.93
10092,8645-1,CA $36.26,CA $13.74
10093,8646-1,CA $66.83,CA $12.17
10094,8647-1,CA $56.01,CA $9.60
10095,8648-1,CA $23.00,CA $7.93
10096,8649-1,CA $232.14,CA $102.78
10097,8650-1,CA $42.95,CA $19.77
10098,8651-1,CA $79.20,CA $37.31
10099,8652-1,CA $294.81,CA $89.32
10100,8653-1,CA $890.13,CA $411.47
10101,8654-1,CA $264.81,CA $109.37
10102,8655-1,CA $17.95,CA $6.74
10103,8656-1,CA $19.17,CA $7.59
10104,8657-1,CA $34.74,CA $7.99
10105,8658-1,CA $16.70,CA $7.34
10106,8660-1,CA $313.12,CA $68.58
10107,8661-1,CA $29.73,CA $6.83
10108,8662-1,-,CA $5.37
10109,8663-1,CA $22.72,CA $5.94
10110,8664-1,CA $26.29,CA $6.52
10111,8665-1,CA $33.86,CA $7.09
10112,8666-1,CA $16.90,CA $5.64
10113,8667-1,CA $62.78,CA $9.62
